Created At (IST),Instrument,Side,Status,Limit Price (INR),Requested Qty,Filled Qty,Filled Quote (INR),Cancelled Qty
2026-06-10 02:04:27 PM,USDT/INR,BUY,FULFILLED,100.77,108.99,108.99,10982.92,0.0
2026-06-10 01:48:10 PM,USDT/INR,BUY,PARTIALLY_CANCELLED,100.79,465.63,354.51,35731.06,111.12
2026-06-10 01:47:06 PM,USDT/INR,BUY,FULFILLED,100.82,1485.56,1485.56,149774.16,0.0
