Created At (IST),Instrument,Side,Status,Limit Price (INR),Requested Qty,Filled Qty,Filled Quote (INR),Cancelled Qty
2026-05-27 07:28:35 PM,USDT/INR,BUY,FULFILLED,99.3,1940.69,1940.69,192710.53,0.0
